City,Geohash,Latitude,Longitude,Longitude_SW,Latitude_SW,Longitude_NE,Latitude_NE,SeverityScore,IncidentsTotal
Toronto,dpz973p,43.81958,-79.29989,-79.30069,43.81897,-79.29932,43.82034,0.3419,18
Toronto,dpz9k95,43.81928,-79.25074,-79.25125,43.81897,-79.24988,43.82034,0.246,18
Toronto,dpz83cj,43.64399,-79.36884,-79.36935,43.64319,-79.36798,43.64456,0.0674,18
Toronto,dpz2u1e,43.73476,-79.62429,-79.62479,43.73383,-79.62341,43.7352,0.0419,18
Toronto,dpz866w,43.65191,-79.34525,-79.34601,43.65143,-79.34464,43.6528,0.089,18
Toronto,dpz94p2,43.81025,-79.36508,-79.36523,43.80936,-79.36386,43.81073,0.1166,18
Toronto,dpz8exn,43.7204,-79.29045,-79.29108,43.72009,-79.2897,43.72147,0.2023,18
Toronto,dpz9n04,43.76973,-79.18649,-79.18671,43.76953,-79.18533,43.7709,0.0782,18
Toronto,dpz90v0,43.79806,-79.41976,-79.42017,43.797,-79.41879,43.79837,0.0525,18
Toronto,dpz91qr,43.80497,-79.38829,-79.38858,43.80386,-79.38721,43.80524,0.1295,17
Toronto,dpz3p9u,43.77947,-79.46941,-79.4696,43.77914,-79.46823,43.78052,0.1132,17
Toronto,dpz89kg,43.70853,-79.39339,-79.39407,43.70773,-79.3927,43.70911,0.0624,17
Toronto,dpz8c46,43.73851,-79.40547,-79.40643,43.73795,-79.40506,43.73932,0.056,17
Toronto,dpz8byy,43.7634,-79.41121,-79.41193,43.76266,-79.41055,43.76404,0.0356,17
Toronto,dpz8f6p,43.73719,-79.34366,-79.34464,43.73657,-79.34326,43.73795,0.0492,17
Toronto,dpz909w,43.77829,-79.42228,-79.42291,43.77777,-79.42154,43.77914,0.0655,17
Toronto,dpz8gee,43.74542,-79.29469,-79.2952,43.74481,-79.29382,43.74619,0.0668,17
Toronto,dpz2tkr,43.70558,-79.5636,-79.56436,43.70499,-79.56299,43.70636,0.0392,17
Toronto,dpz2kz5,43.67702,-79.5913,-79.59183,43.67615,-79.59045,43.67752,0.0391,17
Toronto,dpz83wj,43.67172,-79.37947,-79.38034,43.67065,-79.37897,43.67203,0.0451,17
Toronto,dpz88nh,43.71553,-79.44674,-79.44763,43.7146,-79.44626,43.71597,0.0295,17
Toronto,dpz2x80,43.68192,-79.47444,-79.4751,43.68164,-79.47372,43.68301,0.038,17
Toronto,dpz8czb,43.76949,-79.37512,-79.37622,43.76816,-79.37485,43.76953,0.1057,17
Toronto,dpz2jkw,43.61883,-79.56509,-79.56573,43.61847,-79.56436,43.61984,0.1439,17
Toronto,dpz8ukf,43.75212,-79.26295,-79.26361,43.75168,-79.26224,43.75305,0.1166,17
Toronto,dpz2zqw,43.76176,-79.4773,-79.47784,43.76129,-79.47647,43.76266,0.1587,17
Toronto,dpz2x2k,43.68341,-79.48019,-79.48059,43.68301,-79.47922,43.68439,0.034,17
Toronto,dpz2jwq,43.62867,-79.55406,-79.55475,43.62808,-79.55338,43.62946,0.0558,17
Toronto,dpz2tkf,43.70845,-79.57096,-79.57123,43.70773,-79.56985,43.70911,0.4251,17
Toronto,dpz2vzh,43.76488,-79.54539,-79.54651,43.76404,-79.54514,43.76541,0.0959,17
Toronto,dpz8ffv,43.74092,-79.32456,-79.32541,43.74069,-79.32404,43.74207,0.028,16
Toronto,dpz8esf,43.7085,-79.29561,-79.29657,43.70773,-79.2952,43.70911,0.0485,16
Toronto,dpz2jvc,43.62622,-79.55026,-79.55063,43.62534,-79.54926,43.62671,0.0887,16
Toronto,dpz8etn,43.70985,-79.29081,-79.29108,43.70911,-79.2897,43.71048,0.055,16
Toronto,dpz2y4b,43.74157,-79.54006,-79.54102,43.74069,-79.53964,43.74207,0.0943,16
Toronto,dpz901q,43.77677,-79.44366,-79.44489,43.7764,-79.44351,43.77777,0.1353,16
Toronto,dpz2yw8,43.7618,-79.51872,-79.51904,43.76129,-79.51767,43.76266,0.0609,16
Toronto,dpz2nw3,43.62899,-79.51697,-79.51767,43.62808,-79.5163,43.62946,0.0261,16
Toronto,dpz9heb,43.79078,-79.25433,-79.25537,43.79013,-79.254,43.7915,0.1242,16
Toronto,dpz2nr6,43.63425,-79.52718,-79.52728,43.63358,-79.52591,43.63495,0.4614,16
Toronto,dpz8f1w,43.73456,-79.35601,-79.35699,43.73383,-79.35562,43.7352,0.0225,16
Toronto,dpz2vz2,43.76654,-79.55132,-79.552,43.76541,-79.55063,43.76678,0.3579,16
Toronto,dpz2x6z,43.69726,-79.47542,-79.47647,43.69675,-79.4751,43.69812,0.0848,16
Toronto,dpz86gf,43.65901,-79.32844,-79.32953,43.65829,-79.32816,43.65967,0.0178,16
Toronto,dpz2seh,43.69888,-79.60094,-79.60144,43.69812,-79.60007,43.69949,0.1396,16
Toronto,dpz2rm1,43.66559,-79.48386,-79.48471,43.66516,-79.48334,43.66653,0.0751,16
Toronto,dpz9jv1,43.79795,-79.19792,-79.19907,43.797,-79.19769,43.79837,0.0455,16
Toronto,dpz86td,43.66865,-79.33982,-79.34052,43.66791,-79.33914,43.66928,0.0594,16
Toronto,dpz88up,43.70428,-79.4101,-79.41055,43.70361,-79.40918,43.70499,0.0611,16
Toronto,dpz2z5x,43.74512,-79.48641,-79.48746,43.74481,-79.48608,43.74619,0.0583,16
Toronto,dpz8g5r,43.74396,-79.31047,-79.31168,43.74344,-79.3103,43.74481,0.0613,16
Toronto,dpz8934,43.68799,-79.39457,-79.39545,43.68713,-79.39407,43.68851,0.0291,15
Toronto,dpz2v3x,43.73427,-79.56407,-79.56436,43.73383,-79.56299,43.7352,0.0595,15
Toronto,dpz3n2q,43.77158,-79.52101,-79.52179,43.7709,-79.52042,43.77228,0.0556,15
Toronto,dpz2z26,43.72766,-79.48226,-79.48334,43.72696,-79.48196,43.72833,0.059,15
Toronto,dpz2rmv,43.67022,-79.47811,-79.47922,43.66928,-79.47784,43.67065,0.0662,15
Toronto,dpz832e,43.6409,-79.39327,-79.39407,43.64044,-79.3927,43.64182,0.0309,15
Toronto,dpz3n2n,43.76999,-79.52064,-79.52179,43.76953,-79.52042,43.7709,0.0652,15
Toronto,dpz8u32,43.73279,-79.26608,-79.26636,43.73245,-79.26498,43.73383,0.0482,15
Toronto,dpz90u8,43.79518,-79.41925,-79.42017,43.79425,-79.41879,43.79562,0.0347,15
Toronto,dpz2nrj,43.63337,-79.52242,-79.52316,43.6322,-79.52179,43.63358,0.7039,15
Toronto,dpz8gs4,43.74858,-79.29607,-79.29657,43.74756,-79.2952,43.74893,0.0539,15
Toronto,dpz8ggf,43.74687,-79.28461,-79.28558,43.74619,-79.28421,43.74756,0.0502,15
Toronto,dpz2wxx,43.7236,-79.50928,-79.50943,43.72284,-79.50806,43.72421,0.1608,15
Toronto,dpz9h7t,43.78971,-79.2588,-79.25949,43.78876,-79.25812,43.79013,0.0519,15
Toronto,dpz2rm9,43.66891,-79.48393,-79.48471,43.66791,-79.48334,43.66928,0.0223,15
Toronto,dpz2ue6,43.7436,-79.60343,-79.60419,43.74344,-79.60281,43.74481,0.0408,15
Toronto,dpz2tky,43.70859,-79.56519,-79.56573,43.70773,-79.56436,43.70911,0.0264,15
Toronto,dpz91gt,43.78998,-79.36808,-79.36935,43.78876,-79.36798,43.79013,0.0685,15
Toronto,dpz837w,43.65735,-79.38937,-79.38995,43.65692,-79.38858,43.65829,0.04,15
Toronto,dpz86d6,43.65078,-79.3397,-79.34052,43.65005,-79.33914,43.65143,0.0596,15
Toronto,dpz2yt9,43.75639,-79.51729,-79.51767,43.7558,-79.5163,43.75717,0.0338,15
Toronto,dpz9k9t,43.82283,-79.24745,-79.2485,43.82172,-79.24713,43.82309,0.0688,15
Toronto,dpz3n2g,43.77469,-79.52496,-79.52591,43.77365,-79.52454,43.77502,0.0634,15
Toronto,dpz2yy7,43.76027,-79.5034,-79.50394,43.75992,-79.50256,43.76129,0.0977,15
Toronto,dpz2wn6,43.71658,-79.5373,-79.53827,43.71597,-79.5369,43.71735,0.0195,15
Toronto,dpz2jev,43.6147,-79.55541,-79.55612,43.61435,-79.55475,43.61572,0.0128,15
Toronto,dpz836j,43.64936,-79.39091,-79.39133,43.64868,-79.38995,43.65005,0.0223,14
Toronto,dpz2jg4,43.61073,-79.54888,-79.54926,43.61023,-79.54788,43.6116,0.0296,14
Toronto,dpz2q3g,43.64829,-79.52514,-79.52591,43.64731,-79.52454,43.64868,0.043,14
Toronto,dpz2xyq,43.71642,-79.45515,-79.45587,43.71597,-79.4545,43.71735,0.0434,14
Toronto,dpz8g0p,43.72572,-79.31128,-79.31168,43.72559,-79.3103,43.72696,0.036,14
Toronto,dpz887c,43.70267,-79.44002,-79.44077,43.70224,-79.43939,43.70361,0.1227,14
Toronto,dpz8g9r,43.73302,-79.28958,-79.2897,43.73245,-79.28833,43.73383,0.0657,14
Toronto,dpz2x99,43.69075,-79.47259,-79.47372,43.68988,-79.47235,43.69125,0.087,14
Toronto,dpz82pr,43.67805,-79.4431,-79.44351,43.67752,-79.44214,43.67889,0.0169,14
Toronto,dpz2v7h,43.74308,-79.56796,-79.56848,43.74207,-79.56711,43.74344,0.0432,14
Toronto,dpz88nq,43.7162,-79.44404,-79.44489,43.71597,-79.44351,43.71735,0.0167,14
Toronto,dpz89t0,43.70927,-79.38606,-79.38721,43.70911,-79.38583,43.71048,0.0901,14
Toronto,dpz8u9t,43.73444,-79.24789,-79.2485,43.73383,-79.24713,43.7352,0.0248,14
Toronto,dpz2tu1,43.70428,-79.55001,-79.55063,43.70361,-79.54926,43.70499,0.0521,14
Toronto,dpz90f5,43.78103,-79.4158,-79.41605,43.78052,-79.41467,43.78189,0.0432,14
Toronto,dpz8b03,43.72801,-79.45069,-79.45175,43.72696,-79.45038,43.72833,0.0764,14
Toronto,dpz2gut,43.7513,-79.63262,-79.63303,43.75031,-79.63165,43.75168,0.0714,14
Toronto,dpz2wnd,43.71814,-79.53782,-79.53827,43.71735,-79.5369,43.71872,0.0327,14
Toronto,dpz8fj7,43.75543,-79.36043,-79.36111,43.75443,-79.35974,43.7558,0.043,14
Toronto,dpz91cx,43.77851,-79.36534,-79.36661,43.77777,-79.36523,43.77914,0.0583,14
Toronto,dpz8gju,43.75787,-79.3152,-79.3158,43.75717,-79.31442,43.75854,0.0149,14
Toronto,dpz3n0w,43.77328,-79.53216,-79.53278,43.77228,-79.5314,43.77365,0.0325,14
Toronto,dpz2zmy,43.75822,-79.47711,-79.47784,43.75717,-79.47647,43.75854,0.0989,14
Toronto,dpz2juj,43.61693,-79.54449,-79.54514,43.61572,-79.54376,43.6171,0.0635,14
Toronto,dpz86g1,43.65505,-79.32987,-79.3309,43.65417,-79.32953,43.65555,0.109,13
Toronto,dpz97fv,43.82976,-79.28084,-79.28146,43.82858,-79.28009,43.82996,0.0547,13
Toronto,dpz9hke,43.79508,-79.26103,-79.26224,43.79425,-79.26086,43.79562,0.0398,13
Toronto,dpz2nh2,43.61785,-79.54064,-79.54102,43.6171,-79.53964,43.61847,0.0726,13
Toronto,dpz2qp9,43.67983,-79.53884,-79.53964,43.67889,-79.53827,43.68027,0.0185,13
Toronto,dpz80wb,43.63152,-79.43033,-79.43115,43.63083,-79.42978,43.6322,0.031,13
Toronto,dpz2nvu,43.62635,-79.50206,-79.50256,43.62534,-79.50119,43.62671,0.0438,13
Toronto,dpz89kv,43.70834,-79.39072,-79.39133,43.70773,-79.38995,43.70911,0.0356,13
Toronto,dpz8g4v,43.74153,-79.31389,-79.31442,43.74069,-79.31305,43.74207,0.0214,13
Toronto,dpz86gg,43.65925,-79.32766,-79.32816,43.65829,-79.32678,43.65967,0.031,13
Toronto,dpz2xvu,43.71354,-79.45799,-79.45862,43.71323,-79.45724,43.7146,0.047,13
Toronto,dpz8dq3,43.71637,-79.3521,-79.35287,43.71597,-79.3515,43.71735,0.0301,13
Toronto,dpz8eyg,43.71936,-79.28395,-79.28421,43.71872,-79.28284,43.72009,0.0544,13
Toronto,dpz90g9,43.78932,-79.4178,-79.41879,43.78876,-79.41742,43.79013,0.0484,13
Toronto,dpz2vup,43.74783,-79.54148,-79.54239,43.74756,-79.54102,43.74893,0.1433,13
Toronto,dpz2rmd,43.66906,-79.48296,-79.48334,43.66791,-79.48196,43.66928,0.0284,13
Toronto,dpz2x3q,43.68971,-79.47712,-79.47784,43.68851,-79.47647,43.68988,0.0383,13
Toronto,dpz3p8t,43.77249,-79.46774,-79.46823,43.77228,-79.46686,43.77365,0.0384,13
Toronto,dpz2wq6,43.71688,-79.52672,-79.52728,43.71597,-79.52591,43.71735,0.0269,13
Toronto,dpz9n34,43.77599,-79.17446,-79.17572,43.77502,-79.17435,43.7764,0.032,13
Toronto,dpz2vzs,43.76724,-79.54577,-79.54651,43.76678,-79.54514,43.76816,0.0485,13
Toronto,dpz2tr3,43.7224,-79.57179,-79.5726,43.72147,-79.57123,43.72284,0.0941,13
Toronto,dpz2y16,43.73307,-79.53797,-79.53827,43.73245,-79.5369,43.73383,0.0771,13
Toronto,dpz2rwq,43.67296,-79.46573,-79.46686,43.67203,-79.46548,43.6734,0.0745,13
Toronto,dpz2t1x,43.69085,-79.5744,-79.57535,43.68988,-79.57397,43.69125,0.0391,13
Toronto,dpz89d1,43.69366,-79.38471,-79.38583,43.69263,-79.38446,43.694,0.0422,13
Toronto,dpz2x4q,43.69532,-79.48774,-79.48883,43.694,-79.48746,43.69537,0.0369,13
Toronto,dpz2x9z,43.69207,-79.46507,-79.46548,43.69125,-79.46411,43.69263,0.0625,13
Toronto,dpz2vkh,43.74852,-79.56823,-79.56848,43.74756,-79.56711,43.74893,0.0638,13
Toronto,dpz8v4g,43.74085,-79.229,-79.22928,43.74069,-79.22791,43.74207,0.0714,13
Toronto,dpz2xes,43.7011,-79.46906,-79.4696,43.70087,-79.46823,43.70224,0.0678,13
Toronto,dpz2y0e,43.72897,-79.53602,-79.5369,43.72833,-79.53552,43.72971,0.0448,13
Toronto,dpz8263,43.65045,-79.44006,-79.44077,43.65005,-79.43939,43.65143,0.0356,13
Toronto,dpz8dd2,43.69487,-79.34272,-79.34326,43.694,-79.34189,43.69537,0.0126,13
Toronto,dpz836h,43.64911,-79.39206,-79.3927,43.64868,-79.39133,43.65005,0.031,13
Toronto,dpz8bvx,43.75679,-79.40979,-79.41055,43.7558,-79.40918,43.75717,0.015,13
Toronto,dpz8649,43.65232,-79.36313,-79.36386,43.65143,-79.36249,43.6528,0.017,13
Toronto,dpz2sf8,43.69662,-79.59478,-79.59595,43.69537,-79.59457,43.69675,0.0311,12
Toronto,dpz2xu3,43.7053,-79.4623,-79.46274,43.70499,-79.46136,43.70636,0.2636,12
Toronto,dpz2suu,43.70883,-79.58989,-79.59045,43.70773,-79.58908,43.70911,0.2372,12
Toronto,dpz2yjj,43.75386,-79.53324,-79.53415,43.75305,-79.53278,43.75443,0.0209,12
Toronto,dpz8ees,43.70137,-79.29278,-79.29382,43.70087,-79.29245,43.70224,0.1485,12
Toronto,dpz2wew,43.70157,-79.51006,-79.5108,43.70087,-79.50943,43.70224,0.2959,12
Toronto,dpz89wy,43.71914,-79.3785,-79.37897,43.71872,-79.37759,43.72009,0.1006,12
Toronto,dpz2u3s,43.7343,-79.61152,-79.61243,43.73383,-79.61105,43.7352,0.0903,12
Toronto,dpz8grn,43.76476,-79.30176,-79.30206,43.76404,-79.30069,43.76541,0.0285,12
Toronto,dpz8gvx,43.75639,-79.27754,-79.27872,43.7558,-79.27734,43.75717,0.0355,12
Toronto,dpz83de,43.65206,-79.38228,-79.38309,43.65143,-79.38171,43.6528,0.0177,12
Toronto,dpz2xsp,43.70404,-79.46459,-79.46548,43.70361,-79.46411,43.70499,0.036,12
Toronto,dpz9hq3,43.8045,-79.26493,-79.26498,43.80386,-79.26361,43.80524,0.0494,12
Toronto,dpz8ffk,43.73884,-79.32586,-79.32678,43.73795,-79.32541,43.73932,0.2483,12
Toronto,dpz2nq0,43.62728,-79.52929,-79.53003,43.62671,-79.52866,43.62808,0.0221,12
Toronto,dpz2wz6,43.72164,-79.50425,-79.50531,43.72147,-79.50394,43.72284,0.0753,12
Toronto,dpz8b06,43.72777,-79.44937,-79.45038,43.72696,-79.44901,43.72833,0.0798,12
Toronto,dpz9hnd,43.80657,-79.27356,-79.2746,43.80524,-79.27322,43.80661,0.0805,12
Toronto,dpz88e4,43.6991,-79.42753,-79.42841,43.69812,-79.42703,43.69949,0.1406,12
Toronto,dpz9kbg,43.81857,-79.23943,-79.24026,43.8176,-79.23889,43.81897,0.0568,12
Toronto,dpz2tyy,43.7193,-79.54359,-79.54376,43.71872,-79.54239,43.72009,0.0849,12
Toronto,dpz2zbu,43.73007,-79.45831,-79.45862,43.72971,-79.45724,43.73108,0.0167,12
Toronto,dpz9410,43.77527,-79.36471,-79.36523,43.77502,-79.36386,43.7764,0.0435,12
Toronto,dpz8dxj,43.7213,-79.33611,-79.3364,43.72009,-79.33502,43.72147,0.1072,12
Toronto,dpz8stw,43.71305,-79.24636,-79.24713,43.71185,-79.24576,43.71323,0.1101,12
Toronto,dpz2rjn,43.66562,-79.48839,-79.48883,43.66516,-79.48746,43.66653,0.0528,12
Toronto,dpz2rj0,43.66575,-79.49652,-79.49707,43.66516,-79.4957,43.66653,0.0395,12
Toronto,dpz3pe5,43.7869,-79.47034,-79.47098,43.78601,-79.4696,43.78738,0.0397,12
Toronto,dpz2x2e,43.68537,-79.48132,-79.48196,43.68439,-79.48059,43.68576,0.033,12
Toronto,dpz8gjv,43.75826,-79.31358,-79.31442,43.75717,-79.31305,43.75854,0.0272,12
Toronto,dpz2swg,43.71907,-79.60241,-79.60281,43.71872,-79.60144,43.72009,0.0536,12
Toronto,dpz904m,43.78297,-79.44534,-79.44626,43.78189,-79.44489,43.78326,0.0899,12
Toronto,dpz8sqk,43.71669,-79.26017,-79.26086,43.71597,-79.25949,43.71735,0.0262,12
Toronto,dpz8ddd,43.69583,-79.33974,-79.34052,43.69537,-79.33914,43.69675,0.0161,12
Toronto,dpz3n90,43.77605,-79.51856,-79.51904,43.77502,-79.51767,43.7764,0.0658,11
Toronto,dpz88nr,43.71645,-79.44244,-79.44351,43.71597,-79.44214,43.71735,0.0227,11
Toronto,dpz94g4,43.78649,-79.32833,-79.32953,43.78601,-79.32816,43.78738,0.0478,11
Toronto,dpz80qz,43.63174,-79.4321,-79.43253,43.63083,-79.43115,43.6322,0.0317,11
Toronto,dpz8erz,43.72504,-79.30004,-79.30069,43.72421,-79.29932,43.72559,0.0287,11
Toronto,dpz2zxf,43.76887,-79.47164,-79.47235,43.76816,-79.47098,43.76953,0.0492,11
Toronto,dpz9hcb,43.77977,-79.24348,-79.24438,43.77914,-79.24301,43.78052,0.0766,11
Toronto,dpz9n03,43.77115,-79.18704,-79.18808,43.7709,-79.18671,43.77228,0.0659,11
Toronto,dpz91zr,43.81005,-79.36581,-79.36661,43.80936,-79.36523,43.81073,0.0905,11
Toronto,dpz83dn,43.6494,-79.37808,-79.37897,43.64868,-79.37759,43.65005,0.0637,11
Toronto,dpz2w4v,43.69741,-79.53317,-79.53415,43.69675,-79.53278,43.69812,0.0424,11
Toronto,dpz83fs,43.65186,-79.37006,-79.37073,43.65143,-79.36935,43.6528,0.033,11
Toronto,dpz8env,43.71898,-79.31408,-79.31442,43.71872,-79.31305,43.72009,0.019,11
Toronto,dpz88un,43.70412,-79.41093,-79.41193,43.70361,-79.41055,43.70499,0.0251,11
Toronto,dpz8dzt,43.72339,-79.32475,-79.32541,43.72284,-79.32404,43.72421,0.0255,11
Toronto,dpz2tfh,43.69367,-79.54519,-79.54651,43.69263,-79.54514,43.694,0.0666,11
Toronto,dpz902b,43.77403,-79.44158,-79.44214,43.77365,-79.44077,43.77502,0.1122,11
Toronto,dpz2wy2,43.71697,-79.50749,-79.50806,43.71597,-79.50668,43.71735,0.0602,11
Toronto,dpz94bu,43.77471,-79.32594,-79.32678,43.77365,-79.32541,43.77502,0.0673,11
Toronto,dpz88w3,43.71659,-79.42903,-79.42978,43.71597,-79.42841,43.71735,0.0363,11
Toronto,dpz2x6h,43.69376,-79.47983,-79.48059,43.69263,-79.47922,43.694,0.1916,11
Toronto,dpz902g,43.7749,-79.43761,-79.43802,43.77365,-79.43665,43.77502,0.0734,11
Toronto,dpz95en,43.78671,-79.28984,-79.29108,43.78601,-79.2897,43.78738,0.0573,11
Toronto,dpz2y4x,43.74038,-79.53049,-79.5314,43.73932,-79.53003,43.74069,0.0371,11
Toronto,dpz88gc,43.70259,-79.41814,-79.41879,43.70224,-79.41742,43.70361,0.052,11
Toronto,dpz831h,43.64392,-79.40288,-79.40369,43.64319,-79.40231,43.64456,0.0168,11
Toronto,dpz2q0e,43.64099,-79.53594,-79.5369,43.64044,-79.53552,43.64182,0.0193,11
Toronto,dpz94u2,43.79312,-79.33147,-79.33228,43.79288,-79.3309,43.79425,0.0372,11
Toronto,dpz8dxd,43.72315,-79.33955,-79.34052,43.72284,-79.33914,43.72421,0.0258,11
Toronto,dpz8ujv,43.75807,-79.27008,-79.27048,43.75717,-79.2691,43.75854,0.1084,11
Toronto,dpz9h0e,43.77305,-79.27291,-79.27322,43.77228,-79.27185,43.77365,0.024,11
Toronto,dpz901p,43.77602,-79.44347,-79.44351,43.77502,-79.44214,43.7764,0.0579,11
Toronto,dpz8b6j,43.73725,-79.43424,-79.43527,43.73657,-79.4339,43.73795,0.0259,11
Toronto,dpz8gjm,43.75519,-79.31413,-79.31442,43.75443,-79.31305,43.7558,0.0411,11
Toronto,dpz2n67,43.60615,-79.52558,-79.52591,43.60611,-79.52454,43.60748,0.1548,11
Toronto,dpz2xp9,43.72381,-79.49489,-79.4957,43.72284,-79.49432,43.72421,0.0543,11
Toronto,dpz2nr4,43.63254,-79.52662,-79.52728,43.6322,-79.52591,43.63358,0.1228,11
Toronto,dpz2tkg,43.70849,-79.56907,-79.56985,43.70773,-79.56848,43.70911,0.3157,11
Toronto,dpz2v90,43.73167,-79.56277,-79.56299,43.73108,-79.56161,43.73245,0.0342,11
Toronto,dpz8bc0,43.73146,-79.41924,-79.42017,43.73108,-79.41879,43.73245,0.1034,11
Toronto,dpz8fm3,43.75477,-79.35211,-79.35287,43.75443,-79.3515,43.7558,0.0151,11
Toronto,dpz2tws,43.7182,-79.5565,-79.5575,43.71735,-79.55612,43.71872,0.0318,11
Toronto,dpz8c17,43.73295,-79.40422,-79.40506,43.73245,-79.40369,43.73383,0.0436,11
Toronto,dpz80qy,43.63185,-79.4327,-79.4339,43.63083,-79.43253,43.6322,0.0949,11
Toronto,dpz8bdt,43.73943,-79.42369,-79.42429,43.73932,-79.42291,43.74069,0.082,11
Toronto,dpz2z24,43.7267,-79.48217,-79.48334,43.72559,-79.48196,43.72696,0.0541,11
Toronto,dpz8fy3,43.76018,-79.32972,-79.3309,43.75992,-79.32953,43.76129,0.0525,11
Toronto,dpz8f2b,43.72989,-79.3538,-79.35425,43.72971,-79.35287,43.73108,0.0352,11
Toronto,dpz2ujj,43.75387,-79.62142,-79.62204,43.75305,-79.62067,43.75443,0.1855,11
Toronto,dpz95sj,43.79222,-79.29213,-79.29245,43.7915,-79.29108,43.79288,0.0686,11
Toronto,dpz2x2n,43.68181,-79.47699,-79.47784,43.68164,-79.47647,43.68301,0.0266,10
Toronto,dpz8g3w,43.73455,-79.30108,-79.30206,43.73383,-79.30069,43.7352,0.0999,10
Toronto,dpz8f90,43.73215,-79.34223,-79.34326,43.73108,-79.34189,43.73245,0.0414,10
Toronto,dpz9kf7,43.8268,-79.23929,-79.24026,43.82584,-79.23889,43.82721,0.2443,10
Toronto,dpz83y7,43.6721,-79.37086,-79.3721,43.67203,-79.37073,43.6734,0.0562,10
Toronto,dpz2twu,43.71998,-79.55728,-79.5575,43.71872,-79.55612,43.72009,0.0515,10
Toronto,dpz8tpb,43.72488,-79.23261,-79.2334,43.72421,-79.23203,43.72559,0.0399,10
Toronto,dpz2rm0,43.6657,-79.48562,-79.48608,43.66516,-79.48471,43.66653,0.0683,10
Toronto,dpz8byx,43.76175,-79.4099,-79.41055,43.76129,-79.40918,43.76266,0.0337,10
Toronto,dpz2q43,43.651,-79.53927,-79.53964,43.65005,-79.53827,43.65143,0.0218,10
Toronto,dpz2pnm,43.6287,-79.4897,-79.4902,43.62808,-79.48883,43.62946,0.0133,10
Toronto,dpxrypc,43.59327,-79.53868,-79.53964,43.59238,-79.53827,43.59375,0.0249,10
Toronto,dpz83tb,43.66981,-79.38657,-79.38721,43.66928,-79.38583,43.67065,0.0136,10
Toronto,dpz2uy1,43.75952,-79.59403,-79.59457,43.75854,-79.5932,43.75992,0.1236,10
Toronto,dpz86t2,43.6671,-79.34249,-79.34326,43.66653,-79.34189,43.66791,0.0805,10
Toronto,dpz2ne7,43.61256,-79.51368,-79.51492,43.6116,-79.51355,43.61298,0.1829,10
Toronto,dpz833k,43.64527,-79.39201,-79.3927,43.64456,-79.39133,43.64594,0.0375,10
Toronto,dpz89hx,43.7069,-79.39847,-79.39957,43.70636,-79.39819,43.70773,0.0333,10
Toronto,dpz91j9,43.80086,-79.40699,-79.40781,43.79974,-79.40643,43.80112,0.0765,10
Toronto,dpz2q7m,43.65618,-79.52188,-79.52316,43.65555,-79.52179,43.65692,0.0214,10
Toronto,dpz8by3,43.76003,-79.41773,-79.41879,43.75992,-79.41742,43.76129,0.1339,10
Toronto,dpz90bk,43.77159,-79.41358,-79.41467,43.7709,-79.4133,43.77228,0.0712,10
Toronto,dpz2vrr,43.76605,-79.56413,-79.56436,43.76541,-79.56299,43.76678,0.0531,10
Toronto,dpz8upu,43.76889,-79.27136,-79.27185,43.76816,-79.27048,43.76953,0.0614,10
Toronto,dpz2u8k,43.72755,-79.60027,-79.60144,43.72696,-79.60007,43.72833,0.0451,10
Toronto,dpz83bc,43.64213,-79.37471,-79.37485,43.64182,-79.37347,43.64319,0.0261,10
Toronto,dpz2v3r,43.73263,-79.5633,-79.56436,43.73245,-79.56299,43.73383,0.0601,10
Toronto,dpz8dzv,43.72455,-79.32462,-79.32541,43.72421,-79.32404,43.72559,0.0251,10
Toronto,dpz904t,43.78345,-79.44539,-79.44626,43.78326,-79.44489,43.78464,0.0603,10
Toronto,dpz2kvk,43.66708,-79.59019,-79.59045,43.66653,-79.58908,43.66791,0.0284,10
Toronto,dpz89tx,43.71245,-79.37723,-79.37759,43.71185,-79.37622,43.71323,0.0244,10
Toronto,dpz2rjk,43.66722,-79.49125,-79.49158,43.66653,-79.4902,43.66791,0.0284,10
Toronto,dpz2wrh,43.7204,-79.52411,-79.52454,43.72009,-79.52316,43.72147,0.0259,10
Toronto,dpz8uwv,43.76356,-79.24824,-79.2485,43.76266,-79.24713,43.76404,0.0601,10
Toronto,dpz8vzq,43.76602,-79.19098,-79.1922,43.76541,-79.19083,43.76678,0.019,10
Toronto,dpz2v3y,43.73584,-79.56471,-79.56573,43.7352,-79.56436,43.73657,0.0249,10
Toronto,dpz94mb,43.80159,-79.35345,-79.35425,43.80112,-79.35287,43.80249,0.0707,10
Toronto,dpz9hzc,43.81281,-79.24258,-79.24301,43.8121,-79.24164,43.81348,0.0196,10
Toronto,dpz8dff,43.69777,-79.32875,-79.32953,43.69675,-79.32816,43.69812,0.0215,10
Toronto,dpz9hrq,43.81022,-79.25777,-79.25812,43.80936,-79.25674,43.81073,0.0365,10
Toronto,dpz8dmd,43.71283,-79.35066,-79.3515,43.71185,-79.35013,43.71323,0.1063,10
Toronto,dpz88b3,43.68338,-79.41836,-79.41879,43.68301,-79.41742,43.68439,0.066,10
Toronto,dpz8c15,43.73192,-79.40402,-79.40506,43.73108,-79.40369,43.73245,0.0483,10
Toronto,dpz2zb4,43.72652,-79.46057,-79.46136,43.72559,-79.45999,43.72696,0.0302,10
